50005,Elite
50016,Elite
50075,Credit
50086,Credit
50127,Supp
50130,Credit
50181,Credit
50190,Supp
50214,Credit
50230,Credit
50233,Credit
50324,Credit
50336,Elite
50366,Credit
50419,Credit
50423,Credit
50516,Credit
50565,Credit
50606,Elite
50617,Supp
50640,Elite
50643,Credit
50702,Credit
50815,Credit
50900,Credit
50948,Credit
50977,Credit
50994,Supp
51052,Credit
51066,Supp
51081,Credit
51083,Supp
51125,Credit
51133,Credit
51147,Credit
51158,Credit
51173,Credit
51178,Elite
51261,Credit
51336,Credit
51402,Supp
51444,Credit
51502,Credit
51538,Supp
51557,Credit
51598,Credit
51603,Credit
51633,Credit
51841,Supp
51918,Credit
51956,Elite
52110,Credit
52188,Credit
52191,Credit
52216,Supp
52275,Supp
52278,Credit
52352,Credit
52460,Supp
52462,Credit
52505,Elite
52524,Elite
52530,Credit
52552,Credit
52592,Credit
52604,Credit
52653,Supp
52672,Elite
52692,Credit
52732,Credit
52775,Credit
52862,Credit
52867,Credit
52872,Credit
52964,Elite
52986,Credit
53034,Credit
53068,Credit
53108,Credit
53122,Credit
53129,Credit
53137,Credit
53141,Credit
53145,Credit
53166,Credit
53178,Credit
53184,Credit
53192,Credit
53237,Elite
53242,Supp
53253,Credit
53371,Supp
53402,Supp
53441,Credit
53450,Supp
53455,Credit
53465,Credit
53508,Credit
53523,Credit
53585,Supp
53621,Credit
53679,Credit
53685,Credit
53710,Credit
53773,Credit
53775,Credit
53801,Credit
53894,Credit
53988,Supp
54036,Supp
54098,Credit
54112,Supp
54126,Credit
54133,Elite
54192,Credit
54226,Credit
54256,Credit
54259,Credit
54267,Credit
54325,Credit
54326,Credit
54354,Credit
54365,Supp
54377,Credit
54421,Credit
54457,Supp
54525,Supp
54529,Elite
54561,Supp
54633,Elite
54654,Credit
54674,Credit
54685,Credit
54712,Supp
54777,Supp
54793,Credit
54824,Supp
54925,Credit
54954,Credit
55004,Credit
55045,Credit
55068,Credit
55096,Credit
55113,Credit
55211,Supp
55313,Credit
55321,Credit
55396,Credit
55423,Supp
55450,Supp
55528,Credit
55534,Elite
55558,Credit
55576,Credit
55661,Credit
55738,Credit
