56081,Supp,0.9958258867263794
51525,Supp,0.9945112466812134
53450,Supp,0.9942560791969299
59870,Supp,0.9940624833106995
51788,Supp,0.9940389394760132
55629,Supp,0.9940185546875
51640,Supp,0.993665337562561
58910,Supp,0.9932172894477844
50127,Supp,0.9931614398956299
53585,Supp,0.9929471015930176
59414,Supp,0.9927523136138916
53371,Supp,0.9927310347557068
54777,Supp,0.9925596714019775
54712,Supp,0.9923844337463379
57931,Supp,0.991329550743103
52696,Supp,0.9912043213844299
57955,Supp,0.9898102283477783
54700,Supp,0.9898054599761963
55303,Supp,0.9893009066581726
59312,Supp,0.9887784123420715
50403,Supp,0.9880152344703674
53402,Supp,0.9850900173187256
51746,Supp,0.9844751954078674
52653,Supp,0.9833495616912842
53549,Supp,0.9829497337341309
54915,Supp,0.9822239279747009
51279,Supp,0.9820656180381775
56532,Supp,0.982003390789032
55093,Supp,0.9815990328788757
57413,Supp,0.9810718894004822
54682,Supp,0.9805693626403809
57495,Supp,0.9801861047744751
54561,Supp,0.9801048636436462
54062,Supp,0.9797643423080444
58266,Supp,0.978943943977356
56627,Supp,0.9788499474525452
54387,Supp,0.9781820774078369
55676,Supp,0.9777600169181824
55486,Supp,0.9772998094558716
57988,Supp,0.9767208695411682
50798,Supp,0.9755271673202515
50818,Supp,0.9750956892967224
53808,Supp,0.9743194580078125
55211,Supp,0.9737802147865295
54927,Supp,0.9729262590408325
55535,Supp,0.972743034362793
59873,Supp,0.9724173545837402
59856,Supp,0.9711465835571289
58947,Supp,0.9707348346710205
54892,Supp,0.9706053137779236
53242,Supp,0.9702547192573547
53071,Supp,0.9679447412490845
58075,Supp,0.9670595526695251
56731,Supp,0.9668984413146973
55809,Supp,0.9661082625389099
53005,Supp,0.9639543294906616
58216,Supp,0.9635709524154663
54944,Supp,0.9627679586410522
52216,Supp,0.9609825611114502
58982,Supp,0.9600149989128113
52237,Elite,0.9588385224342346
57245,Supp,0.9587928652763367
54036,Supp,0.9585715532302856
55423,Supp,0.9573488235473633
53674,Elite,0.9570307731628418
58551,Supp,0.9559124708175659
51076,Elite,0.955547034740448
58157,Supp,0.9555183053016663
54398,Supp,0.9549170136451721
59324,Elite,0.9542253017425537
51023,Supp,0.9534254670143127
58555,Supp,0.9525757431983948
51905,Supp,0.952523410320282
59067,Elite,0.9525200724601746
52738,Supp,0.9523420929908752
58338,Supp,0.9515109658241272
57918,Supp,0.9514334797859192
58152,Supp,0.9511047601699829
53488,Elite,0.9501684904098511
55551,Supp,0.9496719241142273
55862,Elite,0.9493880867958069
50965,Elite,0.9492137432098389
58576,Supp,0.9486895203590393
56794,Elite,0.9479950070381165
57689,Elite,0.9478958249092102
58607,Elite,0.9477112293243408
59307,Elite,0.9468695521354675
53645,Elite,0.9463772773742676
55954,Supp,0.9462683200836182
57886,Supp,0.9444472789764404
58145,Elite,0.9442446231842041
58116,Elite,0.9436935186386108
59893,Supp,0.9433881044387817
56247,Elite,0.9432507157325745
59197,Elite,0.9420185089111328
50755,Supp,0.941720187664032
59095,Supp,0.9415944218635559
58957,Elite,0.9410150647163391
51844,Elite,0.938673734664917
54481,Elite,0.9386221766471863
55899,Elite,0.9385390877723694
58486,Elite,0.9383674263954163
55222,Supp,0.9382126331329346
52363,Elite,0.9378155469894409
50515,Supp,0.936743974685669
54096,Elite,0.9359902739524841
52915,Supp,0.9357447028160095
57843,Elite,0.9357069134712219
54513,Supp,0.9356671571731567
59395,Elite,0.9352574348449707
58096,Supp,0.935126781463623
59751,Supp,0.9347531199455261
57760,Elite,0.9343225955963135
52443,Elite,0.934122622013092
54972,Elite,0.9338967204093933
55142,Elite,0.9337322115898132
59179,Elite,0.9332864284515381
59772,Elite,0.9330328106880188
55014,Elite,0.931728720664978
55542,Supp,0.931304931640625
53104,Elite,0.9306190013885498
59633,Supp,0.930429995059967
59896,Supp,0.9297912120819092
51911,Supp,0.9294679164886475
58575,Elite,0.9288288354873657
57345,Supp,0.9287369251251221
59824,Supp,0.9285993576049805
50223,Elite,0.9285920262336731
52614,Elite,0.9282225370407104
53997,Elite,0.9281482100486755
52934,Elite,0.9276410341262817
55818,Supp,0.9273734092712402
52375,Elite,0.9271549582481384
53533,Elite,0.9270262718200684
53959,Supp,0.9269667863845825
51538,Supp,0.9266864061355591
57255,Supp,0.9266464710235596
57767,Elite,0.9263553619384766
52304,Elite,0.9262000918388367
57766,Elite,0.9254804253578186
51606,Elite,0.9253966808319092
54541,Elite,0.9247131943702698
57673,Supp,0.9236955642700195
57580,Elite,0.9235103130340576
59329,Elite,0.9233729839324951
59260,Supp,0.9228904247283936
55988,Elite,0.922838568687439
58451,Elite,0.9225096106529236
57339,Supp,0.9223297834396362
56922,Supp,0.921127200126648
54525,Supp,0.9210584759712219
57387,Elite,0.9204241037368774
52441,Elite,0.9196485280990601
52275,Supp,0.9194134473800659
53518,Elite,0.9193849563598633
53885,Supp,0.91920006275177
53117,Elite,0.9186649322509766
51499,Elite,0.918242871761322
50867,Supp,0.9181517362594604
56866,Supp,0.9174843430519104
52793,Supp,0.9144142866134644
57725,Credit,0.9130035638809204
59789,Supp,0.912943422794342
53617,Supp,0.9129189848899841
55244,Supp,0.9129015803337097
56750,Elite,0.9119267463684082
58133,Elite,0.9106888175010681
53027,Supp,0.9089246392250061
56405,Elite,0.908820629119873
59573,Elite,0.9073944687843323
57235,Elite,0.9069734215736389
54185,Elite,0.9068504571914673
52616,Elite,0.9054442048072815
57668,Elite,0.9052024483680725
57347,Elite,0.9023016095161438
56896,Supp,0.9022005796432495
