50005,Elite
50016,Elite
50190,Supp
50230,Credit
50336,Elite
50394,Supp
50606,Elite
50640,Elite
51125,Credit
51137,Supp
51147,Credit
51173,Credit
51336,Credit
51444,Credit
51538,Supp
51788,Supp
51841,Supp
51956,Elite
52189,Supp
52216,Supp
52275,Supp
52475,Credit
52505,Elite
52592,Credit
52862,Credit
52964,Elite
53005,Supp
53137,Credit
53145,Credit
53166,Credit
53178,Credit
53237,Elite
53450,Supp
53465,Credit
53549,Supp
53585,Supp
54028,Elite
54062,Supp
54126,Credit
54133,Elite
54192,Credit
54354,Credit
54444,Supp
54525,Supp
54529,Elite
54561,Supp
54682,Supp
54700,Supp
54712,Supp
55093,Supp
55277,Supp
55319,Supp
55450,Supp
55535,Supp
55761,Credit
55809,Supp
55885,Credit
56081,Supp
56199,Credit
56272,Supp
56404,Elite
56440,Credit
56599,Credit
56715,Elite
56804,Credit
56964,Supp
57003,Elite
57125,Credit
57271,Supp
57339,Supp
57345,Supp
57550,Credit
57886,Supp
57918,Supp
57955,Supp
58038,Supp
58149,Credit
58152,Supp
58198,Supp
58226,Elite
58237,Supp
58302,Supp
58387,Elite
58427,Credit
58461,Credit
58551,Supp
58682,Elite
58910,Supp
58931,Elite
59078,Credit
59260,Supp
59290,Credit
59689,Elite
59870,Supp
56814,Credit
55105,Credit
51110,Credit
52732,Credit
52735,Credit
55096,Credit
57992,Credit
57995,Credit
51097,Credit
51094,Credit
51092,Credit
55071,Credit
55068,Credit
55067,Credit
58021,Credit
58029,Credit
55113,Credit
51081,Credit
55114,Credit
51119,Credit
57889,Credit
57890,Credit
57896,Credit
57901,Credit
51143,Credit
51140,Credit
57921,Credit
55137,Credit
55134,Credit
55133,Credit
57940,Credit
57941,Credit
52720,Credit
57961,Credit
52722,Credit
57965,Credit
55054,Credit
55050,Credit
58048,Credit
55004,Credit
51030,Credit
51028,Credit
58139,Credit
58142,Credit
58147,Credit
58153,Credit
51017,Credit
54978,Credit
58165,Credit
51011,Credit
58166,Credit
58171,Credit
51007,Credit
58177,Credit
58117,Credit
52777,Credit
58106,Credit
52775,Credit
55048,Credit
55045,Credit
51070,Credit
52761,Credit
