,0,1,2
0,0.16903315484523773,0.757273256778717,0.07369363307952881
1,0.23155799508094788,0.7017285227775574,0.06671348959207535
2,0.10532490909099579,0.8138874769210815,0.08078765124082565
3,0.9223297834396362,0.002987585961818695,0.07468260824680328
4,0.08797801285982132,0.7173171639442444,0.1947048306465149
5,0.14241519570350647,0.8088154196739197,0.048769377171993256
6,0.17042988538742065,0.7680166363716125,0.061553433537483215
7,0.15670466423034668,0.7722334265708923,0.07106191664934158
8,0.4368418753147125,0.48432669043540955,0.07883141189813614
9,0.22787491977214813,0.7263237833976746,0.045801348984241486
10,0.14988254010677338,0.7871420979499817,0.06297536194324493
11,0.12112334370613098,0.8322240710258484,0.04665262624621391
12,0.25139233469963074,0.6154984831809998,0.1331091672182083
13,0.11289804428815842,0.746109127998352,0.14099285006523132
14,0.25632432103157043,0.6449698209762573,0.09870580583810806
15,0.15976455807685852,0.7875936031341553,0.05264183506369591
16,0.1669320911169052,0.7514991164207458,0.08156877756118774
17,0.35717418789863586,0.4009466767311096,0.24187910556793213
18,0.15356731414794922,0.7938316464424133,0.052601054310798645
19,0.6182039976119995,0.24964697659015656,0.13214898109436035
20,0.349084734916687,0.5029569864273071,0.14795830845832825
21,0.26778748631477356,0.6699680089950562,0.0622444786131382
22,0.4376458525657654,0.4712257385253906,0.09112843871116638
23,0.3337441384792328,0.48565229773521423,0.18060357868671417
24,0.29151466488838196,0.6294031143188477,0.07908220589160919
25,0.15495197474956512,0.8040242195129395,0.041023850440979004
26,0.9932172894477844,0.0005374911706894636,0.00624518608674407
27,0.21007290482521057,0.5424883961677551,0.2474386990070343
28,0.2932056486606598,0.6328936219215393,0.07390075922012329
29,0.853825569152832,0.08740588277578354,0.05876855179667473
30,0.20784637331962585,0.6853333115577698,0.10682028532028198
31,0.09698577225208282,0.6588410139083862,0.24417321383953094
32,0.6847261190414429,0.002855055732652545,0.31241878867149353
33,0.1316399872303009,0.6814181208610535,0.18694192171096802
34,0.9750956892967224,0.01585242711007595,0.009051833301782608
35,0.3130035996437073,0.4759351909160614,0.2110612541437149
36,0.9496719241142273,0.04282445088028908,0.007503637578338385
37,0.19346801936626434,0.7136613130569458,0.09287066012620926
38,0.32284337282180786,0.4590798020362854,0.21807684004306793
39,0.17038287222385406,0.6739503145217896,0.15566681325435638
40,0.2917926609516144,0.6091349124908447,0.0990724265575409
41,0.4253721535205841,0.4976651668548584,0.07696271687746048
42,0.6821865439414978,0.3008248805999756,0.016988521441817284
43,0.3317769169807434,0.6042904853820801,0.06393258273601532
44,0.23732991516590118,0.5317850708961487,0.23088501393795013
45,0.2860242426395416,0.605581521987915,0.10839421302080154
46,0.2990744113922119,0.5669285655021667,0.13399699330329895
47,0.8442966938018799,0.03877969831228256,0.11692354083061218
48,0.4166158437728882,0.46010082960128784,0.12328330427408218
49,0.9931614398956299,0.0034047714434564114,0.0034337996039539576
50,0.18084990978240967,0.6885697245597839,0.13058039546012878
51,0.24500229954719543,0.5641598105430603,0.19083787500858307
52,0.3266836106777191,0.4744148850440979,0.19890150427818298
53,0.6730542182922363,0.2962619960308075,0.03068377636373043
54,0.9801048636436462,0.0011709321988746524,0.01872416026890278
55,0.3622809648513794,0.50972580909729,0.12799325585365295
56,0.18717318773269653,0.5074779987335205,0.30534878373146057
57,0.7168706655502319,0.0014688426163047552,0.2816605567932129
58,0.3811330795288086,0.5560200810432434,0.062846839427948
59,0.12100229412317276,0.5673251748085022,0.31167253851890564
60,0.3176824450492859,0.5496909022331238,0.13262665271759033
61,0.7552549839019775,0.0010732888476923108,0.2436717301607132
62,0.1350182294845581,0.8067005276679993,0.058281220495700836
63,0.4378739595413208,0.4898967444896698,0.0722293108701706
64,0.9923844337463379,0.000922652892768383,0.006692924536764622
65,0.17635953426361084,0.32827508449554443,0.49536535143852234
66,0.5392700433731079,0.42261525988578796,0.03811474144458771
67,0.19828493893146515,0.6230244636535645,0.1786905825138092
68,0.811619758605957,0.16598868370056152,0.022391589358448982
69,0.2588092088699341,0.5272130370140076,0.21397776901721954
70,0.7412061095237732,0.22051872313022614,0.038275159895420074
71,0.09378359466791153,0.39423540234565735,0.5119810104370117
72,0.2177637666463852,0.472493439912796,0.3097427487373352
73,0.993665337562561,0.0019311971263960004,0.004403551109135151
74,0.9707348346710205,0.0008867105352692306,0.0283784382045269
75,0.05651175603270531,0.2633163034915924,0.6801719069480896
76,0.7090961933135986,0.284385085105896,0.006518721580505371
77,0.2636025846004486,0.6630326509475708,0.0733647421002388
78,0.15948809683322906,0.3859475255012512,0.4545644223690033
79,0.9940624833106995,0.0003690762969199568,0.0055684312246739864
80,0.5304067134857178,0.0036844760179519653,0.46590879559516907
81,0.9829497337341309,0.0011147699551656842,0.01593548245728016
82,0.649183452129364,0.31569573283195496,0.03512083739042282
83,0.36499008536338806,0.3671392500400543,0.2678706645965576
84,0.09757401794195175,0.0007426015217788517,0.9016833305358887
85,0.26707130670547485,0.477536141872406,0.25539249181747437
86,0.2143409103155136,0.6666209101676941,0.11903821676969528
87,0.9912043213844299,0.002561581553891301,0.006234128028154373
88,0.31288668513298035,0.5434278845787048,0.14368541538715363
